002126 银轮股份 日线 前复权
      日期	    开盘	    最高	    最低	    收盘	    成交量	    成交额
2007/04/18;4.32;4.45;3.70;3.77;13183164;287502336.00
2007/04/19;3.66;3.66;3.41;3.46;5394416;103485104.00
2007/04/20;3.46;3.60;3.46;3.59;2956561;57220480.00
2007/04/23;3.59;3.70;3.53;3.68;2931855;57655900.00
2007/04/24;3.69;3.71;3.63;3.64;2702192;53719124.00
2007/04/25;3.61;3.64;3.57;3.62;1896844;37072576.00
2007/04/26;3.62;3.69;3.61;3.66;1721100;34096028.00
2007/04/27;3.65;3.65;3.53;3.55;1472545;28530958.00
2007/04/30;3.49;3.54;3.45;3.51;1476000;28138378.00
2007/05/08;3.53;3.58;3.51;3.55;1627800;31277412.00
2007/05/09;3.51;3.55;3.42;3.49;1540100;29200688.00
2007/05/10;3.47;3.53;3.46;3.52;1100800;20906260.00
2007/05/11;3.49;3.51;3.46;3.48;896300;16958064.00
2007/05/14;3.47;3.48;3.43;3.45;1030300;19393402.00
2007/05/15;3.45;3.53;3.44;3.46;1364584;25853376.00
2007/05/16;3.46;3.51;3.43;3.51;1065409;20163092.00
2007/05/17;3.52;3.58;3.51;3.57;1796027;34625328.00
2007/05/18;3.57;3.58;3.51;3.54;1272181;24520336.00
2007/05/21;3.45;3.59;3.42;3.55;1359604;26159804.00
2007/05/22;3.55;3.58;3.53;3.54;1869835;36140996.00
2007/05/23;3.60;3.69;3.58;3.69;2934714;57957228.00
2007/05/24;3.69;3.72;3.55;3.60;1768244;34769604.00
2007/05/25;3.59;3.64;3.57;3.63;1517214;29802380.00
2007/05/28;3.66;3.70;3.61;3.67;2403142;47811468.00
2007/05/29;3.69;4.05;3.69;4.03;4974978;103156400.00
2007/05/30;3.76;3.95;3.65;3.69;4187995;86100432.00
2007/05/31;3.69;3.88;3.59;3.83;3049699;62189192.00
2007/06/01;3.80;3.85;3.60;3.63;2214236;44746292.00
2007/06/04;3.63;3.77;3.25;3.25;1749858;33299552.00
2007/06/05;3.24;3.25;2.91;3.20;1946574;32394774.00
2007/06/07;3.26;3.54;3.26;3.54;2113406;39440308.00
2007/06/08;3.55;3.68;3.54;3.54;1444283;28259320.00
2007/06/11;3.54;3.64;3.50;3.59;1165032;22658620.00
2007/06/12;3.60;3.66;3.46;3.66;1643602;32054398.00
2007/06/13;3.69;3.78;3.69;3.71;1700476;34443192.00
2007/06/14;3.70;3.78;3.61;3.72;1490885;29888294.00
2007/06/15;3.73;3.97;3.72;3.92;3176948;66250264.00
2007/06/18;3.99;4.03;3.88;3.92;2568845;54883608.00
2007/06/19;3.92;3.92;3.76;3.85;1787551;37180988.00
2007/06/20;3.85;3.90;3.62;3.65;1748684;35748296.00
2007/06/21;3.64;4.04;3.61;4.01;2948942;61032528.00
2007/06/22;3.97;4.01;3.60;3.68;2437932;50644024.00
2007/06/25;3.69;3.72;3.30;3.34;1536384;29250350.00
2007/06/26;3.32;3.55;3.28;3.49;1060570;19787088.00
2007/06/27;3.48;3.59;3.45;3.54;832401;15980836.00
2007/06/28;3.54;3.61;3.30;3.35;884540;16599926.00
2007/06/29;3.30;3.39;3.30;3.31;796967;14512998.00
2007/07/02;3.29;3.39;3.27;3.37;457935;8299884.00
2007/07/03;3.37;3.40;3.32;3.38;350490;6437601.00
2007/07/04;3.36;3.40;3.30;3.30;365015;6630133.50
2007/07/05;3.27;3.30;3.01;3.02;718094;12253705.00
2007/07/06;3.02;3.18;2.92;3.17;705208;11853799.00
2007/07/09;3.17;3.24;3.11;3.20;609749;10606426.00
2007/07/10;3.20;3.20;3.09;3.13;325934;5565315.50
2007/07/11;3.07;3.11;3.04;3.08;377824;6342287.00
2007/07/12;3.10;3.13;3.07;3.09;236036;3991808.75
2007/07/13;3.09;3.16;3.05;3.08;198520;3351475.00
2007/07/16;3.10;3.10;2.97;2.99;269380;4473800.50
2007/07/17;2.99;3.07;2.98;3.05;328920;5462859.00
2007/07/18;2.99;3.03;2.91;2.96;2384986;38549728.00
2007/07/19;2.95;2.97;2.92;2.97;783491;12636272.00
2007/07/20;2.97;3.07;2.93;3.06;1278453;21120192.00
2007/07/23;3.02;3.20;3.02;3.18;1635750;27990936.00
2007/07/24;3.20;3.22;3.14;3.14;1368609;23662746.00
2007/07/25;3.14;3.30;3.12;3.26;1354553;23655298.00
2007/07/26;3.26;3.30;3.22;3.24;1024217;18116930.00
2007/07/27;3.24;3.28;3.20;3.26;1014230;17987116.00
2007/07/30;3.34;3.36;3.28;3.32;1330772;24102004.00
2007/07/31;3.31;3.52;3.28;3.49;2377854;44369692.00
2007/08/01;3.49;3.53;3.20;3.24;1875747;34489040.00
2007/08/02;3.24;3.34;3.19;3.33;1243250;22246206.00
2007/08/03;3.34;3.40;3.33;3.37;1279617;23463836.00
2007/08/06;3.38;3.43;3.32;3.39;1148558;21026708.00
2007/08/07;3.37;3.52;3.32;3.44;1595703;29845634.00
2007/08/08;3.40;3.47;3.32;3.36;982604;18012564.00
2007/08/09;3.36;3.40;3.30;3.32;851121;15509109.00
2007/08/10;3.32;3.36;3.19;3.24;1248550;22154870.00
2007/08/13;3.28;3.30;3.23;3.25;622964;11078578.00
2007/08/14;3.25;3.34;3.25;3.33;630312;11389362.00
2007/08/15;3.33;3.36;3.22;3.27;679723;12208542.00
2007/08/16;3.25;3.35;3.24;3.32;576730;10395825.00
2007/08/17;3.32;3.41;3.30;3.32;1001096;18310960.00
2007/08/20;3.36;3.43;3.36;3.40;909188;16866500.00
2007/08/21;3.43;3.51;3.39;3.47;1559471;29297594.00
2007/08/22;3.42;3.48;3.41;3.44;863657;16230159.00
2007/08/23;3.43;3.47;3.39;3.42;1012669;18815092.00
2007/08/24;3.40;3.44;3.35;3.38;1475945;27179280.00
2007/08/27;3.43;3.43;3.32;3.33;858780;15702133.00
2007/08/28;3.33;3.35;3.26;3.30;922005;16558099.00
2007/08/29;3.30;3.33;3.26;3.31;810740;14564979.00
2007/08/30;3.30;3.37;3.29;3.37;805451;14644947.00
2007/08/31;3.38;3.39;3.35;3.36;913986;16735806.00
2007/09/03;3.37;3.47;3.36;3.47;1795625;33451520.00
2007/09/04;3.48;3.49;3.40;3.41;911175;17010102.00
2007/09/05;3.42;3.46;3.38;3.45;896541;16702624.00
2007/09/06;3.43;3.48;3.42;3.47;1342485;25301024.00
2007/09/07;3.45;3.45;3.37;3.38;1044636;19384024.00
2007/09/10;3.36;3.36;3.27;3.34;804855;14524691.00
2007/09/11;3.36;3.36;3.11;3.15;1348978;23927712.00
2007/09/12;3.13;3.19;3.09;3.15;925120;15797490.00
2007/09/13;3.15;3.18;3.10;3.16;560807;9601636.00
2007/09/14;3.17;3.19;3.11;3.16;573104;9858718.00
2007/09/17;3.16;3.22;3.12;3.19;636785;11027193.00
2007/09/18;3.19;3.22;3.17;3.19;563071;9814889.00
2007/09/19;3.18;3.20;3.10;3.11;612965;10512244.00
2007/09/20;3.12;3.17;3.10;3.14;577524;9858655.00
2007/09/21;3.15;3.15;3.04;3.06;578514;9744275.00
2007/09/24;3.05;3.06;2.98;3.02;709549;11680973.00
2007/09/25;3.02;3.10;3.02;3.08;443939;7475794.00
2007/09/26;3.11;3.12;3.05;3.06;231211;3896488.50
2007/09/27;3.05;3.10;3.04;3.09;250022;4197542.00
2007/09/28;3.10;3.20;3.10;3.16;689780;11947882.00
2007/10/08;3.22;3.22;3.14;3.14;450049;7814151.50
2007/10/09;3.14;3.20;3.13;3.18;327238;5640619.00
2007/10/10;3.20;3.20;3.15;3.16;383699;6659518.00
2007/10/11;3.14;3.17;3.11;3.12;451010;7735780.50
2007/10/12;3.12;3.16;2.99;3.06;631501;10547585.00
2007/10/15;3.06;3.14;3.05;3.14;469636;7969126.50
2007/10/16;3.13;3.21;3.11;3.17;515275;8958215.00
2007/10/17;3.15;3.19;3.13;3.14;430608;7427325.00
2007/10/18;3.11;3.18;3.11;3.14;506569;8689889.00
2007/10/19;3.17;3.18;3.11;3.12;356510;6113990.00
2007/10/22;3.11;3.12;3.00;3.02;435323;7330462.50
2007/10/23;3.01;3.08;3.00;3.04;420668;6980577.00
2007/10/24;3.03;3.06;2.94;2.94;486435;7956655.00
2007/10/25;2.92;2.93;2.71;2.71;1158521;17676704.00
2007/10/26;2.70;2.77;2.58;2.65;438917;6404047.00
2007/10/29;2.69;2.69;2.63;2.67;217103;3177162.75
2007/10/30;2.68;2.69;2.63;2.69;253632;3708744.50
2007/10/31;2.69;2.80;2.69;2.78;391405;5925216.50
2007/11/01;2.78;2.80;2.65;2.66;342800;5103443.50
2007/11/02;2.63;2.69;2.62;2.66;296345;4318774.50
